"provinsi","kabupaten","kecamatan","kelurahan","no_tps","suara_1","suara_2","suara_3","golput"
"PROVINSI JAWA TIMUR","SIDOARJO","SUKODONO","KLOPOSEPULUH","1","166","179","126","10"
"PROVINSI JAWA TIMUR","SIDOARJO","SUKODONO","KLOPOSEPULUH","2","677","402","107","1"
"PROVINSI JAWA TIMUR","SIDOARJO","SUKODONO","KLOPOSEPULUH","3","57","103","62","1"
"PROVINSI JAWA TIMUR","SIDOARJO","SUKODONO","KLOPOSEPULUH","4","175","123","158","7"
"PROVINSI JAWA TIMUR","SIDOARJO","SUKODONO","KLOPOSEPULUH","5","748","20","120","1"
"PROVINSI JAWA TIMUR","SIDOARJO","SUKODONO","MASANGANWETAN","1","41","454","60","8"
"PROVINSI JAWA TIMUR","SIDOARJO","SUKODONO","MASANGANWETAN","2","317","40","14","3"
"PROVINSI JAWA TIMUR","SIDOARJO","SUKODONO","MASANGANWETAN","3","298","350","16","10"
"PROVINSI JAWA TIMUR","SIDOARJO","SUKODONO","MASANGANWETAN","4","191","144","69","2"
"PROVINSI JAWA TIMUR","SIDOARJO","SUKODONO","MASANGANWETAN","5","118","20","64","1"
"PROVINSI JAWA TIMUR","SIDOARJO","SUKODONO","SUKO","1","26","68","206","0"
"PROVINSI JAWA TIMUR","SIDOARJO","SUKODONO","SUKO","2","188","32","31","0"
"PROVINSI JAWA TIMUR","SIDOARJO","SUKODONO","SUKO","3","649","525","131","2"
"PROVINSI JAWA TIMUR","SIDOARJO","SUKODONO","SUKO","4","242","588","153","3"
"PROVINSI JAWA TIMUR","SIDOARJO","SUKODONO","SUKO","5","87","135","127","1"
"PROVINSI JAWA TIMUR","SIDOARJO","SUKODONO","SUKO","6","126","132","77","8"
"PROVINSI JAWA TIMUR","SIDOARJO","SUKODONO","SUKO","7","94","29","42","1"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","SUKO","1","26","68","206","0"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","SUKO","2","188","32","31","0"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","SUKO","3","649","525","131","2"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","SUKO","4","242","588","153","3"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","SUKO","5","87","135","127","1"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","SUKO","6","126","132","77","8"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","SUKO","7","94","29","42","1"
"PROVINSI JAWA TIMUR","SIDOARJO","SUKODONO","MASANGANKULON","1","132","185","160","2"
"PROVINSI JAWA TIMUR","SIDOARJO","SUKODONO","MASANGANKULON","2","210","248","272","1"
"PROVINSI JAWA TIMUR","SIDOARJO","SUKODONO","MASANGANKULON","3","39","56","268","2"
"PROVINSI JAWA TIMUR","SIDOARJO","SUKODONO","MASANGANKULON","4","25","337","161","3"
"PROVINSI JAWA TIMUR","SIDOARJO","SUKODONO","MASANGANKULON","5","445","241","42","5"
"PROVINSI JAWA TIMUR","SIDOARJO","SUKODONO","MASANGANKULON","6","308","474","20","6"
"PROVINSI JAWA TIMUR","SIDOARJO","SUKODONO","PANJUNAN","1","251","800","118","0"
"PROVINSI JAWA TIMUR","SIDOARJO","SUKODONO","PANJUNAN","2","3","291","209","4"
"PROVINSI JAWA TIMUR","SIDOARJO","SUKODONO","PANJUNAN","3","37","122","293","1"
"PROVINSI JAWA TIMUR","SIDOARJO","SUKODONO","PANJUNAN","4","83","60","88","3"
"PROVINSI JAWA TIMUR","SIDOARJO","SUKODONO","PANJUNAN","5","636","91","82","2"
"PROVINSI JAWA TIMUR","SIDOARJO","SUKODONO","PANJUNAN","6","84","287","45","6"
"PROVINSI JAWA TIMUR","SIDOARJO","SUKODONO","PANJUNAN","7","83","136","315","4"
"PROVINSI JAWA TIMUR","SIDOARJO","SUKODONO","BANGSRI","1","289","106","2","2"
"PROVINSI JAWA TIMUR","SIDOARJO","SUKODONO","BANGSRI","2","293","63","21","1"
"PROVINSI JAWA TIMUR","SIDOARJO","SUKODONO","BANGSRI","3","232","111","34","0"
"PROVINSI JAWA TIMUR","SIDOARJO","SUKODONO","BANGSRI","4","211","31","70","1"
"PROVINSI JAWA TIMUR","SIDOARJO","SUKODONO","BANGSRI","5","85","146","18","1"
"PROVINSI JAWA TIMUR","SIDOARJO","SUKODONO","BANGSRI","6","148","38","456","1"
"PROVINSI JAWA TIMUR","SIDOARJO","SUKODONO","BANGSRI","7","188","485","166","2"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","SIDOKARE","1","96","1335","15","3"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","SIDOKARE","2","68","137","333","2"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","SIDOKARE","3","120","55","86","2"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","SIDOKARE","4","6","0","81","0"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","CELEP","1","616","96","129","1"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","CELEP","2","206","112","133","1"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","CELEP","3","333","269","93","0"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","CELEP","4","633","121","17","2"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","SEKARDANGAN","1","124","158","99","4"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","SEKARDANGAN","2","220","137","10","1"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","SEKARDANGAN","3","166","272","621","0"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","SEKARDANGAN","4","3","21","144","2"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","GEBANG","1","583","26","87","2"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","GEBANG","2","292","29","50","0"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","GEBANG","3","578","89","73","1"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","GEBANG","4","33","194","0","2"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","GEBANG","5","153","83","4","0"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","GEBANG","6","1","2","417","1"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","BULUSIDOKARE","1","311","23","140","1"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","BULUSIDOKARE","2","877","406","133","1"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","BULUSIDOKARE","3","568","131","90","1"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","BULUSIDOKARE","4","118","12","2","2"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","PUCANGANOM","1","42","242","79","1"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","PUCANGANOM","2","48","204","472","0"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","PUCANGANOM","3","111","51","112","1"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","PUCANGANOM","4","5","165","219","1"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","PUCANGANOM","5","507","101","8","1"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","PUCANGANOM","6","112","33","206","2"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","PEKAUMAN","1","474","25","38","1"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","PEKAUMAN","2","797","145","10","1"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","PEKAUMAN","3","1305","145","133","1"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","PEKAUMAN","4","304","101","92","9"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","PEKAUMAN","5","392","32","119","7"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","LEMAHPUTRO","1","3","257","5","3"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","LEMAHPUTRO","2","727","81","282","4"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","LEMAHPUTRO","3","367","199","64","0"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","LEMAHPUTRO","4","54","144","121","0"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","LEMAHPUTRO","5","281","427","32","3"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","SIDOKUMPUL","1","626","35","32","1"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","SIDOKUMPUL","2","154","259","142","0"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","SIDOKUMPUL","3","50","112","85","1"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","SIDOKUMPUL","4","80","293","120","3"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","SIDOKUMPUL","5","73","261","363","1"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","SIDOKUMPUL","6","15","193","122","1"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","SIDOKLUMPUK","1","151","39","337","4"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","SIDOKLUMPUK","2","40","685","237","2"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","SIDOKLUMPUK","3","89","17","3","0"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","SIDOKLUMPUK","4","383","312","126","7"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","PUCANG","1","82","538","9","3"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","PUCANG","2","23","249","186","1"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","PUCANG","3","2","137","43","7"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","PUCANG","4","91","4","130","0"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","PUCANG","5","133","39","21","2"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","PUCANG","6","82","85","38","2"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","PUCANG","7","352","161","157","1"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","MAGERSARI","1","79","636","22","0"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","MAGERSARI","2","230","139","120","0"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","MAGERSARI","3","73","201","14","2"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","MAGERSARI","4","59","200","23","9"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","MAGERSARI","5","50","405","309","0"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","MAGERSARI","6","44","110","14","6"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","MAGERSARI","7","33","116","4","0"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","CEMENG KALANG","1","296","79","121","2"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","CEMENG KALANG","2","209","423","203","3"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","CEMENG KALANG","3","389","392","70","3"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","CEMENG KALANG","4","483","44","9","0"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","URANGAGUNG","1","56","1543","215","4"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","URANGAGUNG","2","174","300","269","7"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","URANGAGUNG","3","122","620","263","2"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","URANGAGUNG","4","296","14","45","4"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","URANGAGUNG","5","628","190","97","4"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","LEBO","1","16","40","93","1"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","LEBO","2","54","12","46","0"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","LEBO","3","125","9","240","4"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","LEBO","4","228","82","226","1"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","BANJARBENDO","1","245","124","9","2"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","BANJARBENDO","2","234","7","47","0"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","BANJARBENDO","3","516","185","2","4"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","BANJARBENDO","4","212","55","75","1"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","RANGKAHKIDUL","1","711","132","158","1"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","RANGKAHKIDUL","2","51","13","3","4"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","RANGKAHKIDUL","3","149","178","51","2"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","RANGKAHKIDUL","4","36","343","3","6"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","BLURU KIDUL","1","182","246","99","2"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","BLURU KIDUL","2","27","36","130","1"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","BLURU KIDUL","3","101","186","107","0"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","BLURU KIDUL","4","115","151","198","2"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","BLURU KIDUL","5","182","235","109","1"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","BLURU KIDUL","6","388","174","108","3"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","KEMIRI","1","51","88","97","0"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","KEMIRI","2","74","31","285","0"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","KEMIRI","3","722","226","264","4"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","KEMIRI","4","1","257","36","2"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","KEMIRI","5","265","59","186","2"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","KEMIRI","6","151","437","58","0"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","KEMIRI","7","82","134","199","3"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","JATI","1","52","13","179","1"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","JATI","2","185","20","6","3"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","JATI","3","14","271","268","0"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","JATI","4","25","66","32","1"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","JATI","5","138","526","41","1"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","JATI","6","1","405","357","1"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","CEMENG BAKALAN","1","94","406","11","0"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","CEMENG BAKALAN","2","148","263","3","9"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","CEMENG BAKALAN","3","242","21","26","1"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","CEMENG BAKALAN","4","12","59","62","1"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","SARIROGO","1","49","65","41","1"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","SARIROGO","2","39","79","139","3"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","SARIROGO","3","106","95","175","1"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","SARIROGO","4","288","503","77","5"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","SARIROGO","5","118","277","2","1"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","SUMPUT","1","82","330","106","0"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","SUMPUT","2","37","488","204","0"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","SUMPUT","3","182","208","23","4"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","SUMPUT","4","22","10","82","2"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","SUMPUT","5","99","132","43","3"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","SUMPUT","6","273","98","77","5"
"PROVINSI JAWA TIMUR","SIDOARJO","SIDOARJO","SUMPUT","7","28","747","226","1"
"PROVINSI JAWA TIMUR","SIDOARJO","BUDURAN","ENTALSEWU","1","259","64","17","3"
"PROVINSI JAWA TIMUR","SIDOARJO","BUDURAN","ENTALSEWU","2","138","26","30","0"
"PROVINSI JAWA TIMUR","SIDOARJO","BUDURAN","ENTALSEWU","3","55","172","15","5"
"PROVINSI JAWA TIMUR","SIDOARJO","BUDURAN","ENTALSEWU","4","2","21","119","1"
"PROVINSI JAWA TIMUR","SIDOARJO","BUDURAN","ENTALSEWU","5","86","55","101","1"
"PROVINSI JAWA TIMUR","SIDOARJO","BUDURAN","PAGERWOJO","1","179","526","42","0"
"PROVINSI JAWA TIMUR","SIDOARJO","BUDURAN","PAGERWOJO","2","506","121","5","0"
"PROVINSI JAWA TIMUR","SIDOARJO","BUDURAN","PAGERWOJO","3","271","386","167","1"
"PROVINSI JAWA TIMUR","SIDOARJO","BUDURAN","PAGERWOJO","4","78","3","65","0"
"PROVINSI JAWA TIMUR","SIDOARJO","BUDURAN","PAGERWOJO","5","235","95","36","3"
"PROVINSI JAWA TIMUR","SIDOARJO","BUDURAN","PAGERWOJO","6","199","79","41","0"
"PROVINSI JAWA TIMUR","SIDOARJO","BUDURAN","SIDOKERTO","1","337","128","132","7"
"PROVINSI JAWA TIMUR","SIDOARJO","BUDURAN","SIDOKERTO","2","58","160","41","1"
"PROVINSI JAWA TIMUR","SIDOARJO","BUDURAN","SIDOKERTO","3","9","598","94","3"
"PROVINSI JAWA TIMUR","SIDOARJO","BUDURAN","SIDOKERTO","4","146","186","92","7"
"PROVINSI JAWA TIMUR","SIDOARJO","BUDURAN","BUDURAN","1","3","210","64","2"
"PROVINSI JAWA TIMUR","SIDOARJO","BUDURAN","BUDURAN","2","1","29","244","0"
"PROVINSI JAWA TIMUR","SIDOARJO","BUDURAN","BUDURAN","3","20","67","92","0"
"PROVINSI JAWA TIMUR","SIDOARJO","BUDURAN","BUDURAN","4","163","206","171","0"
"PROVINSI JAWA TIMUR","SIDOARJO","BUDURAN","BUDURAN","5","89","257","359","1"
"PROVINSI JAWA TIMUR","SIDOARJO","BUDURAN","BUDURAN","6","138","740","18","1"
"PROVINSI JAWA TIMUR","SIDOARJO","BUDURAN","SIWALANPANJI","1","246","66","72","0"
"PROVINSI JAWA TIMUR","SIDOARJO","BUDURAN","SIWALANPANJI","2","278","63","45","3"
"PROVINSI JAWA TIMUR","SIDOARJO","BUDURAN","SIWALANPANJI","3","106","417","78","1"
"PROVINSI JAWA TIMUR","SIDOARJO","BUDURAN","SIWALANPANJI","4","205","165","260","0"
"PROVINSI JAWA TIMUR","SIDOARJO","BUDURAN","SIDOMULYO","1","50","69","8","1"
"PROVINSI JAWA TIMUR","SIDOARJO","BUDURAN","SIDOMULYO","2","570","43","381","0"
"PROVINSI JAWA TIMUR","SIDOARJO","BUDURAN","SIDOMULYO","3","471","86","85","0"
"PROVINSI JAWA TIMUR","SIDOARJO","BUDURAN","SIDOMULYO","4","168","334","93","2"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","SIDOMULYO","1","50","69","8","1"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","SIDOMULYO","2","570","43","381","0"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","SIDOMULYO","3","471","86","85","0"
"PROVINSI JAWA TIMUR","SIDOARJO","KRIAN","SIDOMULYO","4","168","334","93","2"
"PROVINSI JAWA TIMUR","SIDOARJO","BUDURAN","PRASUNG","1","716","121","73","1"
"PROVINSI JAWA TIMUR","SIDOARJO","BUDURAN","PRASUNG","2","9","409","68","4"
"PROVINSI JAWA TIMUR","SIDOARJO","BUDURAN","PRASUNG","3","301","129","93","1"
"PROVINSI JAWA TIMUR","SIDOARJO","BUDURAN","PRASUNG","4","36","250","457","6"
"PROVINSI JAWA TIMUR","SIDOARJO","BUDURAN","PRASUNG","5","578","110","135","0"
"PROVINSI JAWA TIMUR","SIDOARJO","BUDURAN","PRASUNG","6","95","23","22","0"
"PROVINSI JAWA TIMUR","SIDOARJO","BUDURAN","PRASUNG","7","196","222","52","0"
"PROVINSI JAWA TIMUR","SIDOARJO","BUDURAN","SAWOHAN","1","73","34","288","1"
"PROVINSI JAWA TIMUR","SIDOARJO","BUDURAN","SAWOHAN","2","39","384","634","2"
"PROVINSI JAWA TIMUR","SIDOARJO","BUDURAN","SAWOHAN","3","846","79","12","6"
"PROVINSI JAWA TIMUR","SIDOARJO","BUDURAN","SAWOHAN","4","22","24","44","6"
"PROVINSI JAWA TIMUR","SIDOARJO","BUDURAN","SAWOHAN","5","1435","96","47","0"
"PROVINSI JAWA TIMUR","SIDOARJO","BUDURAN","SAWOHAN","6","69","172","164","0"
"PROVINSI JAWA TIMUR","SIDOARJO","BUDURAN","SAWOHAN","7","413","278","146","5"
"PROVINSI JAWA TIMUR","SIDOARJO","BUDURAN","DAMARSI","1","470","536","275","1"
"PROVINSI JAWA TIMUR","SIDOARJO","BUDURAN","DAMARSI","2","508","618","543","0"
"PROVINSI JAWA TIMUR","SIDOARJO","BUDURAN","DAMARSI","3","199","115","38","1"
"PROVINSI JAWA TIMUR","SIDOARJO","BUDURAN","DAMARSI","4","315","351","103","1"
"PROVINSI JAWA TIMUR","SIDOARJO","BUDURAN","DAMARSI","5","132","253","169","6"
"PROVINSI JAWA TIMUR","SIDOARJO","BUDURAN","DUKUHTENGAH","1","226","70","194","0"
"PROVINSI JAWA TIMUR","SIDOARJO","BUDURAN","DUKUHTENGAH","2","91","91","374","2"
"PROVINSI JAWA TIMUR","SIDOARJO","BUDURAN","DUKUHTENGAH","3","102","89","5","0"
"PROVINSI JAWA TIMUR","SIDOARJO","BUDURAN","DUKUHTENGAH","4","809","74","25","2"
"PROVINSI JAWA TIMUR","SIDOARJO","BUDURAN","DUKUHTENGAH","5","104","51","23","1"
"PROVINSI JAWA TIMUR","SIDOARJO","BUDURAN","DUKUHTENGAH","6","255","8","141","2"
"PROVINSI JAWA TIMUR","SIDOARJO","BUDURAN","DUKUHTENGAH","7","371","284","72","7"
"PROVINSI JAWA TIMUR","SIDOARJO","BUDURAN","BANJARSARI","1","176","43","116","1"
"PROVINSI JAWA TIMUR","SIDOARJO","BUDURAN","BANJARSARI","2","114","137","17","1"
"PROVINSI JAWA TIMUR","SIDOARJO","BUDURAN","BANJARSARI","3","374","214","122","1"
"PROVINSI JAWA TIMUR","SIDOARJO","BUDURAN","BANJARSARI","4","15","180","15","2"
"PROVINSI JAWA TIMUR","SIDOARJO","BUDURAN","WADUNGASIH","1","99","122","80","0"
"PROVINSI JAWA TIMUR","SIDOARJO","BUDURAN","WADUNGASIH","2","86","77","194","3"
"PROVINSI JAWA TIMUR","SIDOARJO","BUDURAN","WADUNGASIH","3","87","33","518","1"
"PROVINSI JAWA TIMUR","SIDOARJO","BUDURAN","WADUNGASIH","4","29","47","115","2"
"PROVINSI JAWA TIMUR","SIDOARJO","BUDURAN","WADUNGASIH","5","272","265","96","1"
"PROVINSI JAWA TIMUR","SIDOARJO","BUDURAN","BANJARKEMANTREN","1","987","442","52","2"
"PROVINSI JAWA TIMUR","SIDOARJO","BUDURAN","BANJARKEMANTREN","2","49","5","19","6"
"PROVINSI JAWA TIMUR","SIDOARJO","BUDURAN","BANJARKEMANTREN","3","82","55","236","1"
"PROVINSI JAWA TIMUR","SIDOARJO","BUDURAN","BANJARKEMANTREN","4","41","689","337","7"
"PROVINSI JAWA TIMUR","SIDOARJO","BUDURAN","BANJARKEMANTREN","5","310","349","164","1"
"PROVINSI JAWA TIMUR","SIDOARJO","BUDURAN","BANJARKEMANTREN","6","24","137","55","1"
"PROVINSI JAWA TIMUR","SIDOARJO","BUDURAN","BANJARKEMANTREN","7","99","15","52","4"
"PROVINSI JAWA TIMUR","SIDOARJO","BUDURAN","SUKOREJO","1","400","1712","1","1"
"PROVINSI JAWA TIMUR","SIDOARJO","BUDURAN","SUKOREJO","2","264","1104","15","2"
"PROVINSI JAWA TIMUR","SIDOARJO","BUDURAN","SUKOREJO","3","470","368","82","4"
"PROVINSI JAWA TIMUR","SIDOARJO","BUDURAN","SUKOREJO","4","144","21","26","1"
"PROVINSI JAWA TIMUR","SIDOARJO","BUDURAN","SUKOREJO","5","246","524","44","2"
"PROVINSI JAWA TIMUR","SIDOARJO","BUDURAN","SIDOKEPUNG","1","27","78","108","1"
"PROVINSI JAWA TIMUR","SIDOARJO","BUDURAN","SIDOKEPUNG","2","458","159","151","1"
"PROVINSI JAWA TIMUR","SIDOARJO","BUDURAN","SIDOKEPUNG","3","110","13","51","7"
"PROVINSI JAWA TIMUR","SIDOARJO","BUDURAN","SIDOKEPUNG","4","116","196","63","5"
"PROVINSI JAWA TIMUR","SIDOARJO","BUDURAN","SIDOKEPUNG","5","460","36","66","1"
"PROVINSI JAWA TIMUR","SIDOARJO","BUDURAN","SIDOKEPUNG","6","50","94","12","4"
"PROVINSI JAWA TIMUR","SIDOARJO","BUDURAN","SIDOKEPUNG","7","82","15","49","0"
"PROVINSI JAWA TIMUR","SIDOARJO","SEDATI","KWANGSAN","1","15","56","71","1"
"PROVINSI JAWA TIMUR","SIDOARJO","SEDATI","KWANGSAN","2","160","446","25","1"
"PROVINSI JAWA TIMUR","SIDOARJO","SEDATI","KWANGSAN","3","65","138","209","1"
"PROVINSI JAWA TIMUR","SIDOARJO","SEDATI","KWANGSAN","4","257","85","8","2"
"PROVINSI JAWA TIMUR","SIDOARJO","SEDATI","PEPE","1","54","296","65","2"
"PROVINSI JAWA TIMUR","SIDOARJO","SEDATI","PEPE","2","154","490","203","2"
"PROVINSI JAWA TIMUR","SIDOARJO","SEDATI","PEPE","3","380","174","22","3"
"PROVINSI JAWA TIMUR","SIDOARJO","SEDATI","PEPE","4","69","207","344","3"
"PROVINSI JAWA TIMUR","SIDOARJO","SEDATI","PEPE","5","131","357","297","0"
"PROVINSI JAWA TIMUR","SIDOARJO","SEDATI","PEPE","6","540","328","35","1"
"PROVINSI JAWA TIMUR","SIDOARJO","SEDATI","PEPE","7","63","332","95","0"
"PROVINSI JAWA TIMUR","SIDOARJO","SEDATI","BUNCITAN","1","248","154","24","1"
"PROVINSI JAWA TIMUR","SIDOARJO","SEDATI","BUNCITAN","2","181","182","110","3"
"PROVINSI JAWA TIMUR","SIDOARJO","SEDATI","BUNCITAN","3","40","739","223","3"
"PROVINSI JAWA TIMUR","SIDOARJO","SEDATI","BUNCITAN","4","32","3","322","14"
"PROVINSI JAWA TIMUR","SIDOARJO","SEDATI","BUNCITAN","5","77","126","20","0"
"PROVINSI JAWA TIMUR","SIDOARJO","SEDATI","BUNCITAN","6","372","395","17","2"
"PROVINSI JAWA TIMUR","SIDOARJO","SEDATI","KALANGANYAR","1","396","26","217","2"
"PROVINSI JAWA TIMUR","SIDOARJO","SEDATI","KALANGANYAR","2","103","2","391","4"
"PROVINSI JAWA TIMUR","SIDOARJO","SEDATI","KALANGANYAR","3","18","102","201","12"
